0 0.0132 0.0156
1 0.0315 0.0468
2 0.0112 0.2703
3 0.0524 0.1779
4 0.003 0.2278
5 0.0202 0.0974
6 0.0352 0.6239
7 0.0252 0.2756
8 0.0999 0.5139
9 0.0036 0.0477
10 0.0144 0.2032
11 0.0115 0.0455
12 0.0153 0.1242
13 0.0147 0.0945
14 0.0025 0.1039
15 0.0095 0.1875
16 0.0895 0.5938
17 0.0023 0.2412
18 0.003 0.0156
19 0.0031 0.0176
20 0.0094 0.0624
21 0.2822 0.4858
22 0.0124 0.2174
23 0.014 0.0681
24 0.0034 0.0607
25 0.1219 0.2179
26 0.0051 0.4815
27 0.0152 0.0934
28 0.0015 0.0328
29 0.0565 0.1741
30 0.0033 0.1517
31 0.0073 0.1315
32 0.0008 0.0169
33 0.016 0.1246
34 0.0026 0.1071
35 0.0058 0.0914
36 0.0031 0.0156
37 0.0081 0.0982
38 0.0088 0.096
39 0.0346 0.0884
40 0.0021 0.0164
41 0.0168 0.0585
42 0.0177 0.3289
43 0.1859 0.4347
44 0.0035 0.0605
45 0.0095 0.0835
46 0.0355 0.2229
47 0.0025 0.2427
48 0.0495 0.2829
49 0.1058 0.5329
50 0.0036 0.0582
51 0.0107 0.0624
52 0.0098 0.1038
53 0.0084 0.2523
54 0.0026 0.0335
55 0.0024 0.2454
56 0.0064 0.1556
57 0.1019 0.2083
58 0.01 0.1154
59 0.0051 0.2033
60 0.0273 0.2513
61 0.001 0.0259
62 0.0097 0.0841
63 0.0712 0.2246
64 0.0732 0.3781
65 0.009 0.2146
66 0.0103 0.095
67 0.0043 0.0519
68 0.0219 0.2152
69 0.0157 0.3391
70 0.0011 0.008
71 0.1052 0.2092
72 0.0598 0.3545
73 0.0043 0.115
74 0.0034 0.0156
75 0.0041 0.199
76 0.0109 0.1463
77 0.0079 0.2499
78 0.008 0.0829
79 0.0379 0.2891
80 0.0371 0.2492
81 0.0023 0.1125
82 0.0113 0.0986
83 0.002 0.2463
84 0.0009 0.0323
85 0.0461 0.2202
86 0.005 0.0611
87 0.0051 0.2982
88 0.0415 0.1414
89 0.004 0.0153
90 0.0267 0.25
91 0.0035 0.0485
92 0.1054 0.0914
93 0.0051 0.1182
94 0.002 0.1795
95 0.003 0.25
96 0.0167 0.1952
97 0.0023 0.089
98 0.039 0.6041
99 0.0093 0.1665
100 0.0098 0.174
101 0.0041 0.1511
102 0.0029 0.0181
103 0.0416 0.1624
104 0.0053 0.0942
105 0.0018 0.0208
106 0.0008 0.051
107 0.0331 0.2336
108 0.0817 0.5
109 0.295 0.4973
110 0.0593 0.2379
111 0.0043 0.2324
112 0.003 0.4836
113 0.0503 0.4283
114 0.0026 0.0308
115 0.0142 0.0258
116 0.2319 0.2374
117 0.009 0.1593
118 0.0033 0.6149
119 0.0069 0.1916
120 0.0153 0.2179
