0 0.0132 0.0156
1 0.0165 0.0482
2 0.0092 0.2708
3 0.057 0.1959
4 0.0029 0.2278
5 0.0255 0.0997
6 0.0579 0.6239
7 0.0226 0.2758
8 0.0888 0.5287
9 0.0034 0.0475
10 0.0162 0.2047
11 0.012 0.0457
12 0.0182 0.1242
13 0.0159 0.0964
14 0.0023 0.1014
15 0.0102 0.1875
16 0.0814 0.5774
17 0.0023 0.2469
18 0.0031 0.0156
19 0.0031 0.0176
20 0.0069 0.0624
21 0.3808 0.4812
22 0.0128 0.2172
23 0.0118 0.0681
24 0.0039 0.0622
25 0.1657 0.2187
26 0.0069 0.4821
27 0.0167 0.1002
28 0.0015 0.0328
29 0.055 0.1755
30 0.0041 0.1513
31 0.006 0.13
32 0.0008 0.0169
33 0.0154 0.1246
34 0.0025 0.1094
35 0.0058 0.0894
36 0.003 0.0156
37 0.0105 0.1002
38 0.0092 0.096
39 0.0068 0.0858
40 0.0023 0.0164
41 0.0123 0.0571
42 0.0202 0.3308
43 0.1503 0.4342
44 0.004 0.0605
45 0.009 0.0833
46 0.033 0.2267
47 0.0013 0.2427
48 0.0593 0.2844
49 0.1126 0.5174
50 0.0034 0.0584
51 0.0063 0.0624
52 0.0145 0.1025
53 0.008 0.1829
54 0.003 0.0339
55 0.0026 0.2398
56 0.0063 0.1761
57 0.0608 0.2078
58 0.0181 0.1146
59 0.0059 0.1638
60 0.0412 0.2679
61 0.0011 0.0261
62 0.0092 0.0832
63 0.0713 0.2274
64 0.077 0.3815
65 0.0112 0.1973
66 0.011 0.095
67 0.0041 0.0523
68 0.0232 0.211
69 0.0155 0.3376
70 0.0011 0.008
71 0.167 0.2119
72 0.0934 0.3729
73 0.0049 0.1153
74 0.0034 0.0156
75 0.0053 0.1985
76 0.0155 0.1536
77 0.0458 0.2441
78 0.0066 0.0819
79 0.0093 0.2885
80 0.0282 0.2492
81 0.0023 0.1126
82 0.0138 0.1012
83 0.0023 0.2464
84 0.0009 0.0323
85 0.0775 0.2197
86 0.0069 0.0618
87 0.0053 0.2978
88 0.035 0.1414
89 0.0041 0.0153
90 0.0297 0.25
91 0.0028 0.047
92 0.1002 0.0926
93 0.0054 0.1176
94 0.0019 0.1753
95 0.0041 0.25
96 0.0102 0.1786
97 0.0025 0.0975
98 0.0377 0.6435
99 0.0097 0.17
100 0.0099 0.1791
101 0.0031 0.1539
102 0.0028 0.0179
103 0.0632 0.1667
104 0.0307 0.0978
105 0.0018 0.0198
106 0.0009 0.051
107 0.0415 0.2333
108 0.0845 0.4992
109 0.303 0.4973
110 0.0529 0.2359
111 0.0016 0.2498
112 0.004 0.4834
113 0.0735 0.4468
114 0.0028 0.0309
115 0.0147 0.0258
116 0.168 0.2413
117 0.0033 0.1255
118 0.0031 0.6541
119 0.0163 0.1939
120 0.016 0.2167
121 0.0129 0.1659
122 0.0473 0.2944
123 0.0015 0.0287
124 0.0499 0.2099
125 0.0056 0.1257
126 0.006 0.0156
127 0.0191 0.2273
128 0.0127 0.1338
129 0.0138 0.25
130 0.0044 0.2372
131 0.0038 0.0156
132 0.0144 0.375
133 0.0039 0.0151
134 0.0293 0.1736
135 0.1194 0.1086
136 0.008 0.1046
137 0.0025 0.062
138 0.0013 0.013
139 0.0049 0.0915
140 0.0041 0.0598
141 0.0039 0.0391
142 0.0367 0.1855
143 0.1587 0.4695
144 0.0099 0.0156
145 0.0048 0.2376
146 0.0464 0.2071
147 0.0076 0.2499
148 0.0094 0.1246
149 0.0312 0.1019
150 0.1031 0.5453
151 0.0098 0.2043
152 0.0019 0.0405
153 0.0128 0.2444
154 0.0532 0.093
155 0.0158 0.2493
156 0.006 0.1788
157 0.0104 0.1249
158 0.0203 0.0448
159 0.0016 0.0477
160 0.0061 0.5951
161 0.0048 0.041
162 0.027 0.0634
163 0.0637 0.2246
164 0.0318 0.0704
165 0.0034 0.0622
166 0.0268 0.2294
167 0.0149 0.0826
168 0.029 0.1088
169 0.1271 0.0742
170 0.0038 0.0303
171 0.0402 0.1431
172 0.0528 0.1851
173 0.0069 0.0606
174 0.0128 0.1458
175 0.0036 0.0423
176 0.3444 0.9949
177 0.174 0.1853
178 0.0454 0.3979
179 0.1395 0.5078
180 0.0039 0.1189
181 0.0083 0.0425
182 0.0008 0.071
183 0.0026 0.2499
184 0.0147 0.1817
185 0.0157 0.2054
186 0.0023 0.1836
187 0.0647 0.2298
188 0.0157 0.0619
189 0.0328 0.1746
190 0.374 0.2245
191 0.0036 0.0156
192 0.0346 0.2318
193 0.0785 0.457
194 0.004 0.0421
195 0.0174 0.1674
196 0.0015 0.0392
197 0.0144 0.1078
198 0.0125 0.1875
199 0.001 0.0118
200 0.1795 0.4649
201 0.0662 0.1732
202 0.045 0.5
203 0.002 0.25
204 0.0153 0.212
205 0.0164 0.1782
206 0.0084 0.145
207 0.004 0.0156
208 0.003 0.0624
209 0.0236 0.0732
210 0.0076 0.109
211 0.2024 0.1929
212 0.0711 0.2114
213 0.3123 0.0156
214 0.0014 0.0244
215 0.01 0.1588
216 0.0094 0.2017
217 0.0011 0.1945
218 0.1451 0.375
219 0.009 0.1683
220 0.0158 0.1183
221 0.0231 0.25
222 0.1283 0.3838
223 0.0233 0.1939
224 0.3191 0.25
225 0.1123 0.3363
226 0.0188 0.1422
227 0.0207 0.1511
228 0.0394 0.2289
229 0.0024 0.1246
230 0.0025 0.6524
231 0.0049 0.2473
232 0 0.1856
233 0.1442 0.2439
234 0.007 0.2271
235 0.0125 0.0156
236 0.0066 0.0872
237 0.0081 0.0974
238 0.0095 0.4327
239 0.1069 0.375
240 0.0395 0.1606
241 0.0071 0.1983
242 0.0731 0.2077
243 0.0193 0.1828
244 0.002 0.118
245 0.1009 0.2354
246 0.0292 0.3474
247 0.0039 0.1234
248 0.0216 0.0625
249 0.0005 0.009
250 0.0841 0.4374
251 0.0285 0.1752
252 0.0328 0.0891
253 0.011 0.2496
254 0.0102 0.0504
255 0.1561 1.2735
256 0.0006 0.0063
257 0.0029 0.1246
258 0.0143 0.1499
259 0.0075 0.0588
260 0.0241 0.1069
261 0.0692 0.25
262 0.0108 0.3174
263 0.0011 0.0933
264 0.007 0.1052
265 0.0288 0.1898
266 0.0043 0.0912
267 0.0372 0.0359
268 0.0013 0.0225
269 0.0258 0.062
270 0.0334 0.181
271 0.0055 0.1205
272 0.0031 0.2457
273 0.0014 0.1295
274 0.0248 0.2136
275 0.0029 0.0156
276 0.0038 0.1162
277 0.013 0.0935
278 0.0061 0.231
279 0.0228 0.5
280 0.0129 0.1368
281 0.0102 0.1107
282 0.055 0.2083
283 0.0079 0.3838
284 0.0356 0.4073
285 0.0053 0.1151
286 0.0087 0.2342
287 0.0028 0.0422
288 0.0301 0.0965
289 0.0564 0.166
290 0.0212 0.1673
291 0.0074 0.0933
292 0.0747 0.4739
293 0.0318 0.2092
294 0.0713 0.2086
295 0.0743 0.1881
296 0.0163 0.166
297 0.0004 0.2341
298 0.0337 0.2495
299 0.0034 0.1027
300 0.0125 0.3748
301 0.0152 0.1422
302 0.0171 0.1226
303 0.0453 0.2652
304 0.086 0.4752
305 0.0095 0.0129
306 0.0198 0.1046
307 0.0006 0.2383
308 0.0046 0.0156
309 0.0133 0.0996
310 0.0143 0.1308
311 0.0114 0.0313
312 0.009 0.1482
313 0.033 0.0925
314 0.0617 0.2499
315 0.0693 0.228
316 0.0009 0.0302
317 0.0026 0.0432
318 0.0182 0.1983
319 0.0148 0.2295
320 0.0085 0.1792
321 0.0463 0.0969
322 0.0281 0.4135
323 0.0041 0.08
324 0.1021 0.4719
325 0.0009 0.0273
326 0.0089 0.2128
327 0.0118 0.2177
328 0.0327 0.4376
329 0.0201 0.1249
330 0.0005 0.0208
331 0.0138 0.2462
332 0.0165 0.0997
333 0.0011 0.0211
334 0.0102 0.2298
335 0.1066 0.4998
336 0.0336 0.1903
337 0.0029 0.2953
338 0.0063 0.0371
339 0.016 0.2499
340 0.0008 0.023
341 0.0008 0.2383
342 0.0008 0.0468
343 0.032 0.2285
344 0.0218 0.1202
345 0.0285 0.0812
346 0.0065 0.1939
347 0.014 0.1155
348 0.1654 0.9449
349 0.0066 0.1213
350 0.0018 0.0327
351 0.0078 0.2441
352 0.003 0.0625
353 0.0163 0.1036
354 0.0409 0.2695
355 0.0176 0.1715
356 0.0191 0.0255
357 0.003 0.0156
358 0.0114 0.0838
359 0.0016 0.0152
360 0.0024 0.0651
361 0.0115 0.2275
362 0.0008 0.1597
363 0.0122 0.1947
364 0.0659 0.4882
365 0.0008 0.0479
366 0.0154 0.2211
367 0.0149 0.2061
368 0.0163 0.218
369 0.0542 0.0587
370 0.0769 0.186
371 0.0132 0.0837
372 0.0068 0.1301
373 0.0114 0.1189
374 0.0023 0.2462
375 0.1799 0.223
376 0.1577 0.2245
377 0.2499 0.2512
378 0.1148 0.5099
379 0.173 0.3928
380 0.0277 0.0704
381 0.0187 0.2055
382 0.085 0.3165
383 0.0108 0.1759
384 0.012 0.0927
385 0.0802 0.2022
386 0.0891 0.2155
387 0.1284 0.249
388 0.0093 0.2916
389 0.0133 0.2727
390 0.0278 0.1661
391 0.0261 0.2097
392 0.0023 0.2421
393 0.0286 0.4528
394 0.2283 0.4538
395 0.068 0.2088
396 0.0685 0.1847
397 0.0128 0.1614
398 0.1014 0.1183
399 0.0346 0.2347
400 0.1414 0.4997
401 0.0105 0.0543
402 0.0035 0.1247
403 0.0073 0.0295
404 0.0298 0.2031
405 0.0153 0.2024
406 0.0979 0.7313
